stationName,Province,Climate.ID,Station.ID,WMO.ID,TC.ID,Latitude..Decimal.Degrees.,Longitude..Decimal.Degrees.,Latitude,Longitude,Elevation..m.,First.Year,Last.Year,HLY.First.Year,HLY.Last.Year,DLY.First.Year,DLY.Last.Year,MLY.First.Year,MLY.Last.Year
HAVRE ST. PIERRE,QUEBEC,7043019,48970,71584,YGV,50.28,-63.61,501655000,-633641000,37.8,2010,2023,2010,2020,2010,2023,NA,NA
HAVRE-SAINT-PIERRE A,QUEBEC,7043020,30130,71313,YGV,50.28,-63.6,501700000,-633600000,37.8,2000,2011,2000,2011,2008,2010,NA,NA
ILE AUX PERROQUETS,QUEBEC,7043B79,10937,71375,WQR,50.22,-64.21,501315000,-641226000,9,1994,2023,1994,2020,1994,2023,NA,NA
ILE ROUGE,QUEBEC,7043BP9,8674,71426,WAF,48.07,-69.56,480408000,-693320000,5.9,1993,2023,1993,2020,1993,2023,NA,NA
LONGUE-POINTE-DE-MINGAN,QUEBEC,7044328,10977,71512,WBT,50.27,-64.23,501617000,-641335000,11,1994,2023,1994,2020,1994,2023,NA,NA
MINGAN A,QUEBEC,7044981,5711,NA,,50.28,-64.13,501700000,-640800000,21.6,1978,1983,1980,1983,1978,1983,1978,1983
NATASHQUAN A,QUEBEC,7045398,48971,71513,YNA,50.19,-61.79,501124000,-614720000,11.9,2010,2023,2010,2020,2010,2023,NA,NA
NATASHQUAN A,QUEBEC,7045400,5715,NA,YNA,50.18,-61.82,501100000,-614900000,10.7,1914,2008,1980,2008,1914,2008,1914,2003
NATASHQUAN AIRPORT,QUEBEC,7045401,30168,71813,MNT,50.19,-61.81,501124004,-614839001,11.7,2008,2023,2008,2020,2008,2023,NA,NA
POINTE DE L'ISLET,QUEBEC,7046059,10966,71190,WQD,48.14,-69.72,480808000,-694259000,7,1994,2023,1994,2020,1995,2023,NA,NA
POINTE CLAVEAU,QUEBEC,704607C,10964,71189,WQV,48.26,-70.11,481537000,-700652000,4,1994,2023,1994,2020,1994,2023,NA,NA
SEPT-ILES A,QUEBEC,7047910,5742,NA,YZV,50.22,-66.27,501300000,-661600000,54.9,1944,2014,1980,2014,1944,2002,1944,2001
SEPT-ILES A,QUEBEC,7047911,52199,NA,YZV,50.22,-66.27,501324000,-661556000,54.9,2014,2023,2014,2020,2018,2023,NA,NA
SEPT-ILES,QUEBEC,7047914,42683,71279,XZV,50.22,-66.25,501300000,-661500000,52.6,2002,2023,2002,2020,2002,2023,2005,2005
LAC EON,QUEBEC,704C64L,8404,71421,WEO,51.87,-63.28,515202000,-631701000,588.9,1993,2023,1993,2020,1993,2023,NA,NA
POINTE-DES-MONTS,QUEBEC,704F0PN,9029,71427,WTG,49.32,-67.38,491900000,-672252000,5.9,1992,2023,1992,2020,1992,2023,NA,NA
POINTE NOIRE CS,QUEBEC,704Q003,27326,71390,WIP,50.16,-66.43,500945000,-662602000,24,1997,2023,1997,2020,1997,2023,NA,NA
BAIE-COMEAU,QUEBEC,704S001,26889,71829,WFW,49.26,-68.15,491533000,-680845000,129.5,1995,2023,1995,2020,1996,2023,NA,NA
AMQUI,QUEBEC,7050145,26887,71386,WZS,48.47,-67.43,482819000,-672605000,166,1995,2019,1995,2019,1996,2019,NA,NA
CAP-D'ESPOIR,QUEBEC,7051050,9001,71429,WRZ,48.42,-64.32,482510000,-641901000,15.4,1992,2023,1992,2020,1992,2023,NA,NA
CAP CHAT (AUT),QUEBEC,70510M0,9000,NA,,49.08,-66.73,490500000,-664400000,35.3,1993,1996,1993,1996,1993,1996,NA,NA
CAP-MADELEINE,QUEBEC,7051163,8999,71425,WSF,49.25,-65.32,491503000,-651929000,29,1992,2023,1992,2020,1992,2023,NA,NA
CAUSAPSCAL AIRPORT,QUEBEC,7051201,54558,73005,GCL,48.31,-67.25,481831074,-671509090,123,2017,2023,2017,2020,2017,2023,NA,NA
GASPE A,QUEBEC,7052601,51297,71188,YGP,48.78,-64.48,484631000,-642847000,34.1,2013,2023,2013,2020,2013,2023,NA,NA
GASPE A,QUEBEC,7052602,54299,NA,YGP,48.78,-64.48,484631000,-642847000,34.1,2016,2023,2016,2020,2018,2023,NA,NA
GASPE AIRPORT,QUEBEC,7052603,54918,73116,GGA,48.78,-64.48,484700000,-642900000,36,2019,2023,2019,2020,2019,2023,NA,NA
GASPE A,QUEBEC,7052605,5794,71188,YGP,48.78,-64.48,484637000,-642841000,34.1,1965,2013,1980,2013,1968,2013,1968,2013
GRINDSTONE ISLAND,QUEBEC,7052960,5798,NA,,47.38,-61.87,472300000,-615200000,59.7,1871,1983,1980,1983,1871,1983,1871,1983
HEATH POINT,QUEBEC,7053038,8675,71423,WHP,49.09,-61.7,490507000,-614202000,7,1992,2023,1992,2020,1992,2023,NA,NA
ILES DE LA MADELEINE A,QUEBEC,7053250,51139,71709,YGR,47.43,-61.78,472530000,-614641000,10.7,2013,2023,2013,2020,2013,2018,NA,NA
ILES DE LA MADELEINE A,QUEBEC,7053254,53002,NA,YGR,47.43,-61.78,472530000,-614641000,10.7,2014,2023,2014,2020,2018,2023,NA,NA
ILES DE LA MADELEINE,QUEBEC,7053KGR,10763,71710,WGR,47.43,-61.77,472531000,-614629000,7.6,1993,2023,1993,2020,1995,2023,NA,NA
LA POCATIERE,QUEBEC,7054096,26893,71713,WST,47.36,-70.03,472121000,-700155000,31,1996,2023,1996,2020,1996,2023,NA,NA
MONT-JOLI A,QUEBEC,7055120,5814,71718,YYY,48.6,-68.22,483600000,-681300000,52.4,1943,2013,1980,2013,1943,2013,1943,2005
MONT JOLI A,QUEBEC,7055121,50841,71718,YYY,48.61,-68.21,483632000,-681227000,52.4,2013,2023,2013,2020,2013,2023,NA,NA
MONT-JOLI,QUEBEC,7055122,54118,71658,MJI,48.6,-68.19,483615901,-681140682,55,2015,2023,2015,2020,2015,2023,NA,NA
NEW CARLISLE 1,QUEBEC,7055422,10898,71619,WOC,48.01,-65.33,480043000,-651954000,46.4,1993,2023,1993,2020,1993,2023,NA,NA
NEW RICHMOND EAST,QUEBEC,7055440,54559,71659,MJN,48.16,-65.84,480923064,-655031002,2,2017,2023,2017,2020,2017,2023,NA,NA
POINTE-AU-PERE (INRS),QUEBEC,7056068,27194,71554,WYQ,48.51,-68.47,483050000,-682806000,4.9,1996,2023,1996,2020,1996,2023,NA,NA
PORT MENIER,QUEBEC,7056201,5834,NA,,49.85,-64.45,495100000,-642700000,34.4,1974,1981,1980,1981,1974,1981,1974,1981
PORT-MENIER,QUEBEC,7056202,8536,71810,WBY,49.84,-64.29,495019000,-641736000,55.2,1992,2023,1992,2020,1992,2023,NA,NA
RIVIERE-DU-LOUP,QUEBEC,7056616,8539,71715,WNH,47.81,-69.55,474821000,-693255000,146.5,1992,2023,1992,2020,1992,2023,NA,NA
SAINT-DENIS-DE-KAMOURASKA,QUEBEC,7057096,43681,NA,MSD,47.51,-69.88,473043000,-695300000,14,2005,2007,2005,2007,NA,NA,NA,NA
ILES DE LA MADELEINE A,QUEBEC,705C2G9,5748,71709,YGR,47.42,-61.78,472500000,-614700000,10.7,1978,2013,1980,2013,1983,2013,1983,2002
ILE BICQUETTE,QUEBEC,705LKPQ,10938,71385,WQO,48.42,-68.89,482456000,-685334000,7,1994,2023,1994,2020,1994,2023,NA,NA
CAP-CHAT,QUEBEC,705S002,27195,71428,WSG,49.11,-66.65,490633000,-663916000,5,1996,2023,1996,2020,1996,2023,NA,NA
BAGOTVILLE A,QUEBEC,7060400,5889,71727,YBG,48.33,-71,482000000,-710000000,159.1,1942,2023,1980,2020,1942,2023,1942,2017
BONNARD 1,QUEBEC,7060826,10874,71383,WKD,50.73,-71.01,504344000,-710047000,498,1994,2023,1994,2020,1994,2023,NA,NA
CHAMOUCHOUANE,QUEBEC,7061288,26797,71523,WEE,49.28,-73.36,491643000,-732120000,303.8,1994,2023,1994,2020,1994,2023,NA,NA
CHUTE-DES-PASSES,QUEBEC,7061541,5903,71522,WDT,49.84,-71.17,495025000,-711006000,398.2,1960,2023,1980,2020,1960,2023,1960,1976
JONQUIERE,QUEBEC,7063370,5911,71617,WJO,48.43,-71.14,482530012,-710833001,135.62,1963,2023,1980,2020,1963,2023,1963,1975
LATERRIERE,QUEBEC,7064181,30722,71040,XLT,48.31,-71.13,481826000,-710745000,162.7,2001,2023,2001,2020,2001,2023,NA,NA
MISTOOK,QUEBEC,7065012,10797,71381,WIX,48.6,-71.72,483554000,-714257000,112.5,1994,2023,1994,2020,1994,2023,NA,NA
NORMANDIN,QUEBEC,7065639,10872,71379,WOD,48.84,-72.55,485030000,-723249000,137.2,1993,2023,1993,2020,1993,2023,NA,NA
ONATCHIWAY,QUEBEC,7065738,27294,71387,WXC,48.89,-71.03,485339000,-710154000,304,1997,2023,1997,2020,1997,2023,NA,NA
ROBERVAL A,QUEBEC,7066685,5934,71728,YRJ,48.52,-72.27,483100000,-721600000,178.6,1957,2014,1980,2014,1957,2014,1957,2005
ROBERVAL A,QUEBEC,7066686,52080,71728,YRJ,48.52,-72.27,483112000,-721557000,178.6,2014,2023,2014,2020,2014,2023,NA,NA
ROBERVAL A,QUEBEC,7066687,54300,NA,YRJ,48.52,-72.27,483112000,-721557000,178.6,2016,2023,2016,2020,2018,2023,NA,NA
ST-HENRI,QUEBEC,7067307,10799,NA,WIA,48.65,-71.85,483900000,-715100000,103,1994,2009,1994,2009,NA,NA,NA,NA
ST-GEDEON,QUEBEC,706G2PF,10796,NA,WIU,48.48,-71.78,482900000,-714700000,103,1994,2006,1994,2006,NA,NA,NA,NA
LAC BENOIT,QUEBEC,706I001,26778,71520,WDE,51.53,-71.11,513157000,-710639000,549,1994,2023,1994,2020,1995,2023,NA,NA
MANOUANE EST,QUEBEC,706I155,26798,71521,WDP,50.66,-70.53,503923000,-703155000,497,1994,2023,1994,2020,1994,2023,NA,NA
LA BAIE,QUEBEC,706Q001,27315,71388,WUX,48.3,-70.92,481753172,-705510333,151.64,1997,2023,1997,2020,1997,2023,NA,NA
COMMISSAIRE,QUEBEC,7071912,44786,NA,MCM,47.99,-72.3,475928000,-721810000,419,2006,2008,2006,2008,NA,NA,NA,NA
PARENT,QUEBEC,7075800,5966,71726,WPK,47.92,-74.62,475520008,-743727007,444.71,1943,2023,1980,2020,1943,2023,1943,1978
SAINT-MICHEL-DES-SAINTS,QUEBEC,7077571,48188,71737,MMY,46.82,-74.09,464856010,-740538050,429.9,2009,2023,2009,2020,2009,2023,NA,NA
LA TUQUE,QUEBEC,707DBD4,10875,71378,WDQ,47.41,-72.79,472440000,-724715000,168.9,1994,2023,1994,2020,1994,2023,NA,NA
BARRAGE ANGLIERS,QUEBEC,7080452,5976,NA,WRC,47.55,-79.24,473307000,-791409000,266.9,1911,2007,1980,2007,1911,2007,1911,1996
BARRAGE TEMISCAMINGUE,QUEBEC,7080468,5977,71732,WBA,46.71,-79.1,464235000,-790604000,181.4,1910,2023,1980,2020,1910,2023,1910,1995
ROQUEMAURE,QUEBEC,7086697,10893,NA,WGQ,48.63,-79.46,483757000,-792728000,269.4,1994,2010,1994,2010,1994,2010,NA,NA
ROUYN,QUEBEC,7086716,10849,71734,WUY,48.25,-79.03,481445000,-790203000,318,1994,2023,1994,2020,1994,2023,NA,NA
ROUYN-NORANDA A,QUEBEC,7086719,50090,NA,YUY,48.21,-78.84,481222000,-785008000,301.1,2012,2023,2012,2020,2018,2023,NA,NA
ROUYN A,QUEBEC,7086720,6001,NA,YUY,48.22,-78.83,481300000,-785000000,301.1,1950,2012,1980,2012,1950,1955,1950,1961
CHAPAIS,QUEBEC,7091299,27443,71824,WUK,49.82,-74.98,494921000,-745831000,381.1,2001,2023,2001,2020,2001,2023,NA,NA
CHIBOUGAMAU-CHAPAIS A,QUEBEC,7091399,10865,71822,YMT,49.77,-74.53,494600000,-743200000,387.1,1992,2008,1992,2008,1992,2008,NA,NA
CHIBOUGAMAU A,QUEBEC,7091401,6028,NA,,49.82,-74.42,494900000,-742500000,401.7,1971,1982,1980,1982,1971,1982,1971,1982
CHIBOUGAMAU CHAPAIS A,QUEBEC,7091404,6029,71822,YMT,49.77,-74.53,494600000,-743200000,387.1,1982,2016,1982,2016,1982,2016,1982,1992
CHIBOUGAMAU CHAPAIS A,QUEBEC,7091405,52603,NA,YMT,49.77,-74.53,494619000,-743141000,387.1,2014,2016,2014,2016,NA,NA,NA,NA
CHIBOUGAMAU CHAPAIS A,QUEBEC,7091409,53019,NA,YMT,49.77,-74.53,494619000,-743141000,387.1,2014,2023,2014,2020,2018,2023,NA,NA
CHIBOUGAMAU-CHAPAIS,QUEBEC,7091410,54599,73011,GCH,49.78,-74.53,494638058,-743149068,381,2017,2023,2017,2020,2017,2023,NA,NA
EASTMAIN RIVER A,QUEBEC,7092306,52605,NA,ZEM,52.23,-78.52,521335000,-783121000,7.3,2011,2023,2011,2020,NA,NA,NA,NA
EASTMAIN A,QUEBEC,709230N,9002,NA,ZEM,52.23,-78.52,521400000,-783100000,7.32,1992,2014,1992,2014,NA,NA,NA,NA
EASTMAIN RIVER A,QUEBEC,7092310,53338,NA,ZEM,52.23,-78.52,521335000,-783121000,7.3,2014,2023,2014,2020,2018,2023,NA,NA
LA GRANDE 4 A,QUEBEC,7093714,49648,71003,YAH,53.75,-73.68,534517000,-734031000,306.3,2011,2023,2011,2020,2011,2023,NA,NA
LA GRANDE RIVIERE A,QUEBEC,7093715,6047,71827,YGL,53.63,-77.7,533800000,-774200000,195.1,1976,2012,1980,2012,1976,2012,1976,2005
LA GRANDE RIVIERE A,QUEBEC,7093716,50822,71827,YGL,53.63,-77.7,533731000,-774215000,194.8,2012,2023,2012,2020,2012,2023,NA,NA
LA GRANDE IV A,QUEBEC,7093GAC,10798,NA,YAH,53.76,-73.68,534526000,-734045000,306.3,2005,2013,2005,2013,NA,NA,NA,NA
LA GRANDE III A,QUEBEC,7093GAL,8992,NA,YAD,53.57,-76.2,533400000,-761200000,236.22,1994,2015,1994,2015,NA,NA,NA,NA
LA GRANDE IV A,QUEBEC,7093GJ3,6038,NA,YAH,53.76,-73.68,534526000,-734045000,306.3,1985,2018,1985,2018,1985,2018,1986,1995
LA GRANDE IV,QUEBEC,7093GJ5,44204,71823,GAH,53.76,-73.68,534526000,-734043000,302.8,2005,2023,2005,2020,2005,2023,NA,NA
MATAGAMI A,QUEBEC,7094636,49491,71947,YNM,49.76,-77.8,494542000,-774810000,279.8,2011,2023,2011,2020,2011,2023,NA,NA
MATAGAMI,QUEBEC,7094637,10791,71821,GMG,49.76,-77.79,494528020,-774735060,281.03,1992,2023,1992,2020,1992,2023,NA,NA
MATAGAMI A,QUEBEC,7094639,6053,NA,,49.77,-77.82,494600000,-774900000,281.3,1973,1991,1980,1991,1973,1991,1973,1991
NEMISCAU A,QUEBEC,7095412,8676,NA,YHH,51.7,-76.12,514200000,-760700000,244.5,1994,2015,1994,2015,NA,NA,NA,NA
NITCHEQUON,QUEBEC,7095480,6058,NA,,53.2,-70.9,531200000,-705400000,536.1,1942,1985,1980,1985,1942,1985,1942,1985
VAL-D'OR A,QUEBEC,7098600,6081,71725,YVO,48.06,-77.79,480323000,-774712000,337.4,1951,2023,1980,2020,1951,2023,1951,2005
VAL-D'OR,QUEBEC,7098603,30172,71725,GVO,48.06,-77.79,480323004,-774711007,338.88,2008,2023,2008,2020,2008,2023,NA,NA
VAL D'OR A,QUEBEC,7098605,49390,71941,YVO,48.05,-77.78,480312000,-774658000,337.4,2011,2023,2011,2020,2011,2023,NA,NA
VAL D'OR A,QUEBEC,7098606,50720,NA,YVO,48.05,-77.78,480312000,-774658000,337.4,2012,2023,2012,2020,NA,NA,NA,NA
WASKAGANISH A,QUEBEC,7098895,10216,NA,YKQ,51.48,-78.75,512900000,-784500000,24.08,1992,2014,1992,2014,NA,NA,NA,NA
WASKAGANISH A,QUEBEC,7098896,52081,NA,YKQ,51.47,-78.76,512824000,-784530000,24.08,2014,2023,2014,2020,NA,NA,NA,NA
WASKAGANISH A,QUEBEC,7098898,53018,NA,YKQ,51.47,-78.76,512824000,-784530000,24.1,2014,2023,2014,2020,2018,2023,NA,NA
WEMINDJI A,QUEBEC,7098904,10212,NA,YNC,53.02,-78.83,530100000,-785000000,20.11,1992,2014,1992,2014,NA,NA,NA,NA
WEMINDJI A,QUEBEC,7098905,53158,NA,YNC,53.01,-78.83,530038000,-784952000,20.1,2014,2023,2014,2020,NA,NA,NA,NA
WEMINDJI A,QUEBEC,7098908,53159,NA,YNC,53.01,-78.83,530038000,-784952000,20.1,2014,2023,2014,2020,2018,2023,NA,NA
AKULIVIK A,QUEBEC,7100071,54067,NA,YKO,60.82,-78.15,604907000,-780855000,23.2,2015,2023,2015,2020,NA,NA,NA,NA
AKULIVIK A,QUEBEC,7100072,54068,NA,YKO,60.82,-78.15,604907000,-780855000,23.2,2018,2023,2018,2020,2018,2023,NA,NA
AKULIVIK A,QUEBEC,7100075,10789,NA,YKO,60.82,-78.15,604900000,-780900000,23.16,1992,2015,1992,2015,NA,NA,NA,NA
INUKJUAK A,QUEBEC,7103280,48974,71306,YPH,58.47,-78.08,582819000,-780437000,25.3,2011,2023,2011,2020,2011,2023,NA,NA
INUKJUAK UA,QUEBEC,7103282,6082,71907,WPH,58.47,-78.08,582800000,-780500000,24.4,1921,1996,1980,1996,1921,1996,1922,1994
INUKJUAK A,QUEBEC,7103283,10204,NA,YPH,58.47,-78.08,582819000,-780437000,26.21,1992,2014,1992,2014,1994,2008,NA,NA
INUKJUAK,QUEBEC,7103285,48268,NA,MQN,58.45,-78.17,582704175,-781003864,10,2009,2010,2009,2010,NA,NA,NA,NA
IVUJIVIK A,QUEBEC,7103327,8660,NA,YIK,62.42,-77.93,622456000,-775531000,38.7,1992,2015,1992,2015,NA,NA,NA,NA
IVUJIVIK A,QUEBEC,7103328,54065,NA,YIK,62.42,-77.93,622502000,-775531000,38.7,2015,2023,2015,2020,NA,NA,NA,NA
IVUJIVIK A,QUEBEC,7103329,54066,NA,YIK,62.42,-77.93,622502000,-775531000,38.7,2018,2023,2018,2020,2018,2023,NA,NA
KUUJJUARAPIK A,QUEBEC,7103536,6083,NA,YGW,55.28,-77.75,551700000,-774500000,12.2,1925,2014,1980,2014,1925,2014,1926,2009
KUUJJUARAPIK A,QUEBEC,7103537,52201,73127,YGW,55.28,-77.77,551655000,-774555000,12.2,2014,2023,2014,2020,2018,2023,NA,NA
KUUJJUARAPIK,QUEBEC,7103539,53978,71615,MFJ,55.37,-77.57,552200000,-773400000,30,2015,2023,2015,2020,2015,2023,NA,NA
PUVIRNITUQ A,QUEBEC,7106222,10877,NA,YPX,60.05,-77.28,600300000,-771700000,25.3,1993,2014,1993,2014,NA,NA,NA,NA
PUVIRNITUQ A,QUEBEC,7106223,52038,73128,YPX,60.05,-77.29,600308000,-771715000,25.3,2014,2023,2014,2020,2018,2023,NA,NA
UMIUJAQ A,QUEBEC,7108564,54070,NA,YMU,56.54,-76.52,563210000,-763106000,76.5,2018,2023,2018,2020,2018,2023,NA,NA
UMIUJAQ A,QUEBEC,7108566,54069,NA,YMU,56.54,-76.52,563210000,-763106000,76.5,2015,2023,2015,2020,NA,NA,NA,NA
UMIUJAQ A,QUEBEC,7108568,10878,NA,YMU,56.53,-76.52,563156000,-763112008,76.5,1993,2015,1993,2015,NA,NA,NA,NA
INUKJUAK,QUEBEC,710S005,30166,71907,MJK,58.47,-78.08,582819000,-780437000,26.21,2008,2023,2008,2020,2008,2023,NA,NA
AUPALUK A,QUEBEC,7110600,54038,NA,YLA,59.3,-69.6,591748000,-693559000,36.9,2015,2023,2015,2020,NA,NA,NA,NA
AUPALUK A,QUEBEC,7110601,54058,NA,YLA,59.3,-69.6,591748000,-693559000,36.9,2018,2023,2018,2020,2018,2023,NA,NA
BORDER (AUT),QUEBEC,7110831,8668,NA,WTB,55.33,-63.22,552000000,-631300000,479,1993,1998,1993,1998,1993,1998,NA,NA
AUPALUK A,QUEBEC,7110LRJ,10855,NA,YLA,59.3,-69.6,591810000,-693559000,36.9,1992,2015,1992,2015,NA,NA,NA,NA
KANGIQSUJUAQ A,QUEBEC,7113379,54061,NA,YKG,61.59,-71.93,613519000,-715546000,157.6,2015,2023,2015,2020,NA,NA,NA,NA
KANGIQSUJUAQ A,QUEBEC,7113380,54062,NA,YKG,61.59,-71.93,613519000,-715546000,157.6,2018,2023,2018,2020,2018,2023,NA,NA
KANGIQSUJUAQ A,QUEBEC,7113381,10252,NA,YKG,61.59,-71.93,613527001,-715555002,157.58,1992,2015,1992,2015,NA,NA,NA,NA
KANGIRSUK A,QUEBEC,7113382,10205,NA,YAS,60.02,-70,600123000,-700013000,123.75,1992,2015,1992,2015,NA,NA,NA,NA
KANGIRSUK A,QUEBEC,7113383,54071,NA,YAS,60.03,-70,600138000,-695957000,123.8,2015,2023,2015,2020,NA,NA,NA,NA
KANGIRSUK A,QUEBEC,7113384,54072,NA,YAS,60.03,-70,600138000,-695957000,123.8,2018,2023,2018,2020,2018,2023,NA,NA
KANGIQSUALUJJUAQ A,QUEBEC,7113390,54073,NA,YLU,58.71,-65.99,584241000,-655934000,66.1,2015,2023,2015,2020,NA,NA,NA,NA
KANGIQSUALUJJUAQ A,QUEBEC,7113391,54074,NA,YLU,58.71,-65.99,584241000,-655934000,66.1,2018,2023,2018,2020,2018,2023,NA,NA
KUUJJUAQ A,QUEBEC,7113534,6095,71906,YVP,58.1,-68.42,580600000,-682500000,39.93,1947,2014,1980,2014,1947,2014,1947,2005
KUUJJUAQ A,QUEBEC,7113535,52179,71906,YVP,58.09,-68.42,580522000,-682520000,39.9,2014,2023,2014,2020,2014,2023,NA,NA
PARC NATIONAL DES PINGUALUIT,QUEBEC,7115800,48228,71976,MIN,61.31,-73.67,611846199,-734006264,503.4,2009,2022,2009,2020,2009,2022,NA,NA
QUAQTAQ,QUEBEC,7116270,6097,NA,,61.05,-69.63,610300000,-693800000,30.4,1971,1989,1980,1989,1971,1988,1971,1987
QUAQTAQ A,QUEBEC,7116271,54059,NA,YHA,61.05,-69.62,610247000,-693704000,32.3,2015,2023,2015,2020,NA,NA,NA,NA
QUAQTAQ A,QUEBEC,7116272,10245,NA,YHA,61.05,-69.62,610254096,-693726046,32.31,1989,2015,1989,2015,NA,NA,NA,NA
QUAQTAQ A,QUEBEC,7116273,54060,NA,YHA,61.05,-69.62,610247000,-693704000,32.3,2018,2023,2018,2020,2018,2023,NA,NA
RIVIERE AUX FEUILLES,QUEBEC,7116505,44143,71743,MRF,57.91,-72.98,575434006,-725833004,171.39,2005,2023,2005,2020,2006,2023,NA,NA
SALLUIT,QUEBEC,7117800,52378,71641,MFX,62.18,-75.67,621046005,-754013006,228,2014,2023,2014,2020,2014,2023,NA,NA
SALLUIT A,QUEBEC,7117801,54063,NA,YZG,62.18,-75.67,621046000,-754002000,227.1,2015,2023,2015,2020,NA,NA,NA,NA
SALLUIT A,QUEBEC,7117802,54064,NA,YZG,62.18,-75.67,621046000,-754002000,227.1,2018,2023,2018,2020,2018,2023,NA,NA
SCHEFFERVILLE A,QUEBEC,7117823,49649,71921,YKL,54.81,-66.81,544819000,-664819000,520.9,2012,2023,2012,2020,2012,2023,NA,NA
SCHEFFERVILLE COTE-NORD,QUEBEC,7117824,54878,73075,GKM,54.8,-66.8,544809072,-664816032,517.2,2019,2023,2019,2020,2019,2023,NA,NA
SCHEFFERVILLE A,QUEBEC,7117825,6098,NA,YKL,54.8,-66.82,544800000,-664900000,521.8,1948,2010,1980,2010,1948,2010,1948,1993
SCHEFFERVILLE,QUEBEC,7117827,30164,71828,GKL,54.8,-66.8,544800000,-664800000,517.2,2005,2018,2005,2018,2007,2018,NA,NA
TASIUJAQ A,QUEBEC,7118365,54018,NA,YTQ,58.67,-69.96,584004000,-695721000,36.9,2012,2023,2012,2020,NA,NA,NA,NA
TASIUJAQ A,QUEBEC,7118366,54019,NA,YTQ,58.67,-69.96,584004000,-695721000,36.9,2018,2023,2018,2020,2018,2023,NA,NA
TASIUJAQ A,QUEBEC,7118369,10856,NA,YTQ,58.67,-69.95,584016000,-695655000,36.9,1993,2015,1993,2015,NA,NA,NA,NA
SALLUIT A,QUEBEC,711GG87,10226,NA,YZG,62.18,-75.67,621055005,-754010001,227.08,1969,2015,1980,2015,NA,NA,NA,NA
KANGIQSUALUJJUAQ A,QUEBEC,711L380,10684,NA,YLU,58.71,-65.99,584227080,-655915020,66.14,1992,2015,1992,2015,NA,NA,NA,NA
BAS CARAQUET,NEW BRUNSWICK,8100467,6915,71598,WXS,47.8,-64.83,474808000,-645000000,5,1993,2023,1993,2020,1993,2023,1993,2007
BATHURST A,NEW BRUNSWICK,8100503,6916,71574,ZBF,47.63,-65.75,473745050,-654454020,58.8,1992,2013,1992,2013,1992,2013,1992,2013
BATHURST A,NEW BRUNSWICK,8100505,51418,NA,ZBF,47.63,-65.74,473747000,-654420000,58.8,2013,2018,2013,2018,2013,2018,NA,NA
BATHURST A,NEW BRUNSWICK,8100506,54283,71574,ZBF,47.63,-65.74,473747000,-654420000,58.8,2016,2023,2016,2020,2018,2023,NA,NA
BOUCTOUCHE CDA CS,NEW BRUNSWICK,8100593,6918,71666,ABT,46.43,-64.77,462549006,-644605009,35.9,1991,2021,1991,2020,1991,2021,1991,2007
CHARLO A,NEW BRUNSWICK,8100880,6137,NA,,47.98,-66.33,475900000,-662000000,40.2,1966,2003,1980,2003,1966,2003,1966,2002
CHARLO AUTO,NEW BRUNSWICK,8100885,42103,71315,ZCR,47.99,-66.33,475924000,-662003000,42,2003,2023,2003,2020,2003,2023,2004,2007
MIRAMICHI RCS,NEW BRUNSWICK,8100989,10808,71744,ACQ,47.01,-65.47,470034000,-652754000,33,1994,2023,1994,2020,2005,2023,2005,2007
MIRAMICHI A,NEW BRUNSWICK,8101000,6140,NA,,47.01,-65.47,470034090,-652804040,32.9,1943,2005,1980,2005,1943,2005,1943,2005
DOAKTOWN AUTO RCS,NEW BRUNSWICK,8101201,51537,71038,ADN,46.59,-66.01,463506090,-660035071,43,2013,2023,2013,2020,2013,2023,NA,NA
EDMUNDSTON,NEW BRUNSWICK,8101303,43323,71590,ERM,47.42,-68.32,472500000,-681928040,154.2,2004,2023,2004,2020,2004,2023,2004,2007
FREDERICTON A,NEW BRUNSWICK,8101500,6157,NA,,45.87,-66.53,455219670,-663140410,20.7,1951,2012,1980,2012,1951,2012,1951,2008
FREDERICTON INTL A,NEW BRUNSWICK,8101505,48568,71700,YFC,45.87,-66.54,455208000,-663214000,20.7,2010,2023,2010,2020,2010,2023,NA,NA
FREDERICTON AQUATIC CENTRE C/S,NEW BRUNSWICK,8101507,10981,NA,WZF,45.96,-66.65,455751060,-663917020,8.3,1994,2021,1994,2020,1994,2021,1995,1998
FREDERICTON CDA CS,NEW BRUNSWICK,8101605,30309,71668,AFC,45.92,-66.61,455513000,-663632010,35.08,2000,2023,2000,2020,2000,2023,2000,2007
FUNDY PARK (ALMA) CS,NEW BRUNSWICK,8101746,6919,71191,AFY,45.6,-64.95,453600000,-645700000,42.7,1993,2023,1993,2020,1993,2023,1993,2007
GAGETOWN A,NEW BRUNSWICK,8101792,7558,71701,YCX,45.83,-66.43,455000000,-662600000,50.6,1976,2023,1980,2020,2011,2017,2011,2017
GAGETOWN AWOS A,NEW BRUNSWICK,8101794,29493,71701,YCX,45.84,-66.45,455020000,-662659000,50.6,2000,2022,2000,2020,2000,2022,2005,2007
GRAND MANAN SAR CS,NEW BRUNSWICK,8101925,30598,71030,XGM,44.71,-66.8,444243400,-664806900,78.2,2000,2023,2000,2020,2000,2023,2004,2007
KOUCHIBOUGUAC,NEW BRUNSWICK,8102326,54538,71670,AKC,46.79,-65.01,464721004,-650047000,21,2016,2023,2016,2020,2016,2023,NA,NA
